"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL117311";"N-NITROSODIMETHYLAMINE";"Dimethylnitrosamine|N-N-Dimethyl N Nitrosoamine";"Small molecule";"0";"74.08";"8";"161";"0.23";"32.67";"2";"0";"0";"1";"Y";"0.33";"None";"3.52";"0.04";"0.04";"0";"MOL";"-1";"5";"3";"0";"0";"74.0480";"NEUTRAL";"C2H6N2O";"CN(C)N=O"
"CHEMBL365809";"BUTANEDIONE";"2,3-Butanedione|Butane-2,3-Dione";"Small molecule";"0";"86.09";"19";"33";"0.16";"34.14";"2";"0";"0";"1";"Y";"0.43";"None";"None";"0.40";"0.40";"0";"MOL";"-1";"6";"2";"0";"0";"86.0368";"NEUTRAL";"C4H6O2";"CC(=O)C(C)=O"
"CHEMBL3561468";"";"";"Small molecule";"0";"70.09";"";"";"0.76";"17.07";"1";"0";"0";"1";"Y";"0.33";"None";"None";"0.76";"0.76";"0";"MOL";"-1";"5";"1";"0";"0";"70.0419";"NEUTRAL";"C4H6O";"CC=CC=O"
"CHEMBL3186070";"";"";"Small molecule";"0";"98.14";"";"";"1.54";"17.07";"1";"0";"0";"2";"Y";"0.48";"None";"None";"1.95";"1.95";"0";"MOL";"-1";"7";"1";"0";"0";"98.0732";"NEUTRAL";"C6H10O";"CC=CC(=O)CC"
"CHEMBL3186706";"";"";"Small molecule";"0";"97.16";"";"";"0.95";"12.03";"1";"1";"0";"4";"N";"0.41";"None";"9.16";"1.27";"-0.48";"0";"MOL";"-1";"7";"1";"1";"0";"97.0891";"BASE";"C6H11N";"C=CCNCC=C"
"CHEMBL121754";"PHOSPHORAMIDIC ACID";"Phosphoramidic Acid";"Small molecule";"0";"97.01";"1";"2";"-0.96";"83.55";"1";"3";"0";"0";"N";"0.34";"3.05";"None";"-1.59";"-4.78";"0";"MOL";"-1";"5";"4";"4";"0";"96.9929";"ACID";"H4NO3P";"NP(=O)(O)O"
"CHEMBL1783071";"CYCLOPROPANECARBOXIMIDAMIDE";"Cyclopropanecarboximidamide";"Small molecule";"0";"84.12";"1";"1";"0.33";"49.87";"1";"2";"0";"1";"Y";"0.35";"None";"12.79";"-0.18";"-2.60";"0";"MOL";"-1";"6";"2";"3";"0";"84.0687";"BASE";"C4H8N2";"N=C(N)C1CC1"
"CHEMBL16502";"TERT-BUTANOL";"";"Small molecule";"0";"74.12";"9";"15";"0.78";"20.23";"1";"1";"0";"0";"Y";"0.45";"None";"None";"0.54";"0.54";"0";"MOL";"-1";"5";"1";"1";"0";"74.0732";"NEUTRAL";"C4H10O";"CC(C)(C)O"
"CHEMBL1829794";"";"";"Small molecule";"0";"98.10";"1";"3";"0.79";"37.30";"2";"1";"0";"0";"Y";"0.49";"8.75";"None";"0.21";"0.20";"0";"MOL";"-1";"7";"2";"1";"0";"98.0368";"NEUTRAL";"C5H6O2";"O=C1C=C(O)CC1"
"CHEMBL37279";"";"";"Small molecule";"0";"91.18";"1";"1";"0.26";"26.02";"2";"2";"0";"1";"Y";"0.44";"9.50";"10.53";"0.01";"-1.85";"0";"MOL";"-1";"5";"1";"2";"0";"91.0456";"BASE";"C3H9NS";"C[C@H](N)CS"
"CHEMBL3935635";"";"";"Small molecule";"0";"84.12";"1";"1";"0.01";"24.39";"2";"1";"0";"0";"Y";"0.44";"None";"10.95";"-0.63";"-3.02";"0";"MOL";"-1";"6";"2";"1";"0";"84.0687";"BASE";"C4H8N2";"CC1=NCCN1"
"CHEMBL278980";"FURAN";"Furan";"Small molecule";"0";"68.08";"11";"552";"1.28";"13.14";"1";"0";"0";"0";"Y";"0.45";"None";"None";"1.11";"1.11";"1";"MOL";"-1";"5";"1";"0";"0";"68.0262";"NEUTRAL";"C4H4O";"c1ccoc1"
"CHEMBL92694";"";"";"Small molecule";"0";"97.12";"3";"3";"-0.13";"54.70";"2";"2";"0";"1";"Y";"0.51";"12.91";"8.36";"-0.94";"-1.93";"1";"MOL";"-1";"7";"3";"3";"0";"97.0640";"NEUTRAL";"C4H7N3";"NCc1c[nH]cn1"
"CHEMBL2138413";"";"";"Small molecule";"0";"81.12";"1";"1";"1.48";"23.79";"1";"0";"0";"1";"Y";"0.44";"None";"None";"1.59";"1.59";"0";"MOL";"-1";"6";"1";"0";"0";"81.0578";"None";"C5H7N";"CC/C=C/C#N"
"CHEMBL1449933";"";"";"Small molecule";"0";"89.09";"2";"2";"0.67";"43.14";"2";"0";"0";"2";"Y";"0.37";"9.55";"None";"0.91";"0.91";"0";"MOL";"-1";"6";"3";"0";"0";"89.0477";"NEUTRAL";"C3H7NO2";"CCC[N+](=O)[O-]"
"CHEMBL305268";"METHANESULFONAMIDE";"Aminosulfane Dioxide|Methanesulfonamide";"Small molecule";"0";"95.12";"7";"12";"-1.10";"60.16";"2";"1";"0";"0";"N";"0.42";"13.11";"None";"-1.54";"-1.54";"0";"MOL";"-1";"5";"3";"2";"0";"95.0041";"NEUTRAL";"CH5NO2S";"CS(N)(=O)=O"
"CHEMBL1231052";"ARSENIC";"ARSENIC";"Small molecule";"4";"77.95";"3";"23";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"77.9451";"None";"H3As";"[AsH3]"
"CHEMBL17564";"METHANE";"Methane";"Small molecule";"0";"16.04";"2";"8";"0.64";"0.00";"0";"0";"0";"0";"Y";"0.36";"None";"None";"1.08";"1.08";"0";"MOL";"-1";"1";"0";"0";"0";"16.0313";"None";"CH4";"C"
"CHEMBL177481";"";"3-Fluoro-Pentane";"Small molecule";"0";"90.14";"1";"1";"2.14";"0.00";"0";"0";"0";"2";"Y";"0.49";"None";"None";"2.19";"2.19";"0";"MOL";"-1";"6";"0";"0";"0";"90.0845";"None";"C5H11F";"CCC(F)CC"
"CHEMBL1201315";"TECHNETIUM";"TECHNETIUM";"Small molecule";"3";"98.00";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"1";"None";"None";"None";"None";"96.9064";"None";"Tc";""
"CHEMBL1729186";"";"";"Small molecule";"0";"87.12";"";"";"1.25";"32.59";"2";"1";"0";"2";"Y";"0.31";"11.34";"3.43";"0.77";"0.77";"0";"MOL";"-1";"6";"2";"1";"0";"87.0684";"NEUTRAL";"C4H9NO";"CCCC=NO"
"CHEMBL1962624";"";"";"Small molecule";"0";"76.07";"";"";"-0.11";"49.87";"1";"2";"0";"1";"Y";"0.33";"None";"8.49";"-0.89";"-1.99";"0";"MOL";"-1";"5";"2";"3";"0";"76.0437";"NEUTRAL";"C2H5FN2";"N=C(N)CF"
"CHEMBL1884429";"";"";"Small molecule";"0";"81.12";"3";"3";"1.48";"23.79";"1";"0";"0";"0";"Y";"0.40";"None";"None";"1.54";"1.54";"0";"MOL";"-1";"6";"1";"0";"0";"81.0578";"None";"C5H7N";"C/C=C(/C)C#N"
"CHEMBL3951138";"";"";"Small molecule";"0";"69.11";"1";"1";"0.29";"26.02";"1";"1";"0";"1";"Y";"0.44";"None";"9.28";"0.34";"-1.51";"0";"MOL";"-1";"5";"1";"2";"0";"69.0578";"BASE";"C4H7N";"C=C=CCN"
"CHEMBL1229272";"";"";"Small molecule";"0";"97.14";"";"";"-0.15";"8.81";"1";"0";"0";"0";"Y";"0.40";"None";"None";"-3.47";"-3.47";"1";"MOL";"-1";"7";"2";"0";"0";"97.0760";"NEUTRAL";"C5H9N2+";"Cn1cc[n+](C)c1"
"CHEMBL15967";"PYRAZOLE";"1H-Pyrazole|Pyrazole";"Small molecule";"0";"68.08";"58";"62";"0.41";"28.68";"1";"1";"0";"0";"Y";"0.47";"None";"2.67";"0.28";"0.28";"1";"MOL";"-1";"5";"2";"1";"0";"68.0374";"NEUTRAL";"C3H4N2";"c1cn[nH]c1"
"CHEMBL2347636";"5,6-DIHYDRO-2(1H)-PYRIDINONE";"";"Small molecule";"0";"97.12";"2";"3";"0.06";"29.10";"1";"1";"0";"0";"Y";"0.45";"None";"None";"-0.14";"-0.14";"0";"MOL";"-1";"7";"2";"1";"0";"97.0528";"NEUTRAL";"C5H7NO";"O=C1C=CCCN1"
"CHEMBL3183438";"";"";"Small molecule";"0";"90.19";"";"";"1.71";"0.00";"1";"1";"0";"1";"Y";"0.47";"10.10";"None";"1.92";"1.92";"0";"MOL";"-1";"5";"0";"0";"0";"90.0503";"NEUTRAL";"C4H10S";"CCC(C)S"
"CHEMBL174324";"";"Propane-1,3-Diamine";"Small molecule";"0";"74.13";"5";"15";"-0.71";"52.04";"2";"2";"0";"2";"Y";"0.45";"None";"10.17";"-1.36";"-5.00";"0";"MOL";"-1";"5";"2";"4";"0";"74.0844";"BASE";"C3H10N2";"NCCCN"
"CHEMBL1162360";"";"2-Fluoro-Pyridinium";"Small molecule";"0";"97.09";"1";"2";"1.22";"12.89";"1";"0";"0";"0";"Y";"0.44";"None";"None";"1.29";"1.29";"1";"MOL";"-1";"7";"1";"0";"0";"97.0328";"NEUTRAL";"C5H4FN";"Fc1ccccn1"
"CHEMBL15537";"DIMETHOXYMETHANE";"Dimethoxy-Methane";"Small molecule";"0";"76.09";"1";"1";"0.24";"18.46";"2";"0";"0";"2";"Y";"0.44";"None";"None";"0.19";"0.19";"0";"MOL";"-1";"5";"2";"0";"0";"76.0524";"NEUTRAL";"C3H8O2";"COCOC"
"CHEMBL16081";"ACETAMIDE";"Acetamide";"Small molecule";"0";"59.07";"21";"713";"-0.51";"43.09";"1";"1";"0";"0";"Y";"0.40";"None";"None";"-1.03";"-1.03";"0";"MOL";"-1";"4";"2";"2";"0";"59.0371";"NEUTRAL";"C2H5NO";"CC(N)=O"
"CHEMBL1135";"DIMETHYLAMINOETHANOL";"DIMETHYLAMINOETHANOL|DMAE|N,N-Dimethylaminoethanol (Dmae)";"Small molecule";"2";"89.14";"7";"8";"-0.46";"23.47";"2";"1";"0";"2";"Y";"0.49";"None";"9.03";"-0.50";"-2.13";"0";"MOL";"0";"6";"2";"1";"0";"89.0841";"BASE";"C4H11NO";"CN(C)CCO"
"CHEMBL1361659";"";"";"Small molecule";"0";"98.14";"4";"4";"1.33";"12.53";"1";"0";"0";"0";"Y";"0.42";"None";"None";"1.37";"1.37";"0";"MOL";"-1";"7";"1";"0";"0";"98.0732";"NEUTRAL";"C6H10O";"C1CCC2OC2C1"
"CHEMBL1618272";"";"";"Small molecule";"0";"70.09";"18";"53";"-0.14";"49.81";"2";"1";"0";"1";"Y";"0.47";"None";"7.85";"-0.85";"-1.43";"0";"MOL";"-1";"5";"2";"2";"0";"70.0531";"NEUTRAL";"C3H6N2";"N#CCCN"
"CHEMBL119178";"METHOXYMETHANE";"Methoxymethane";"Small molecule";"0";"46.07";"1";"1";"0.26";"9.23";"1";"0";"0";"0";"Y";"0.38";"None";"None";"0.12";"0.12";"0";"MOL";"-1";"3";"1";"0";"0";"46.0419";"NEUTRAL";"C2H6O";"COC"
"CHEMBL66693";"D-ALANINE";"D-Alanine";"Small molecule";"0";"89.09";"16";"20";"-0.58";"63.32";"2";"2";"0";"1";"N";"0.45";"2.47";"9.48";"-2.84";"-2.84";"0";"MOL";"-1";"6";"3";"3";"0";"89.0477";"ZWITTERION";"C3H7NO2";"C[C@@H](N)C(=O)O"
"CHEMBL3945274";"";"";"Small molecule";"0";"91.54";"1";"1";"0.70";"26.02";"1";"1";"0";"1";"Y";"0.51";"None";"9.62";"0.42";"-1.74";"0";"MOL";"-1";"5";"1";"2";"0";"91.0189";"BASE";"C3H6ClN";"NC/C=C\Cl"
"CHEMBL1229937";"DIHYDROXYACETONE";"DIHYDROXYACETONE|VITADYE";"Small molecule";"4";"90.08";"2";"63";"-1.46";"57.53";"3";"2";"0";"2";"Y";"0.44";"13.50";"None";"-1.53";"-1.53";"0";"MOL";"0";"6";"3";"2";"0";"90.0317";"NEUTRAL";"C3H6O3";"O=C(CO)CO"
"CHEMBL1608558";"";"";"Small molecule";"0";"57.05";"4";"5";"-0.05";"29.43";"2";"0";"0";"0";"Y";"0.28";"None";"None";"-0.04";"-0.04";"0";"MOL";"-1";"4";"2";"0";"0";"57.0215";"None";"C2H3NO";"CN=C=O"
"CHEMBL14152";"ETHYL ACETATE";"E1504|ETHYL ACETATE";"Small molecule";"0";"88.11";"18";"39";"0.57";"26.30";"2";"0";"0";"1";"Y";"0.44";"None";"None";"0.28";"0.28";"0";"MOL";"0";"6";"2";"0";"0";"88.0524";"NEUTRAL";"C4H8O2";"CCOC(C)=O"
"CHEMBL156852";"";"2,2-Difluoro-Acetamide";"Small molecule";"0";"95.05";"2";"2";"-0.26";"43.09";"1";"1";"0";"1";"Y";"0.48";"10.67";"None";"-0.62";"-0.62";"0";"MOL";"-1";"6";"2";"2";"0";"95.0183";"NEUTRAL";"C2H3F2NO";"NC(=O)C(F)F"
"CHEMBL3184952";"";"";"Small molecule";"0";"86.13";"1";"2";"0.94";"20.23";"1";"1";"0";"1";"Y";"0.47";"None";"None";"0.84";"0.84";"0";"MOL";"-1";"6";"1";"1";"0";"86.0732";"NEUTRAL";"C5H10O";"CC(C)=CCO"
"CHEMBL1506228";"";"";"Small molecule";"0";"84.12";"6";"8";"1.15";"17.07";"1";"0";"0";"2";"Y";"0.46";"None";"None";"1.56";"1.56";"0";"MOL";"-1";"6";"1";"0";"0";"84.0575";"NEUTRAL";"C5H8O";"C=CC(=O)CC"
"CHEMBL104083";"";"2-Methylamino-Ethanol";"Small molecule";"0";"75.11";"2";"2";"-0.80";"32.26";"2";"2";"0";"2";"Y";"0.45";"None";"9.81";"-0.88";"-3.24";"0";"MOL";"-1";"5";"2";"2";"0";"75.0684";"BASE";"C3H9NO";"CNCCO"
"CHEMBL142735";"";"2,2-Dimethyl-Butane|2,2-Dimethylbutane";"Small molecule";"0";"86.18";"3";"7";"2.44";"0.00";"0";"0";"0";"0";"Y";"0.42";"None";"None";"2.83";"2.83";"0";"MOL";"-1";"6";"0";"0";"0";"86.1096";"None";"C6H14";"CCC(C)(C)C"
"CHEMBL156455";"1,1-DICHLOROETHENE";"1,1-Dichloro-Ethene";"Small molecule";"0";"96.94";"109";"537";"1.94";"0.00";"0";"0";"0";"0";"Y";"0.43";"None";"None";"1.86";"1.86";"0";"MOL";"-1";"4";"0";"0";"0";"95.9534";"None";"C2H2Cl2";"C=C(Cl)Cl"
"CHEMBL3183942";"";"";"Small molecule";"0";"84.08";"1";"2";"-1.05";"85.69";"2";"3";"0";"0";"N";"0.15";"None";"5.15";"-0.98";"-0.98";"0";"MOL";"-1";"6";"4";"4";"0";"84.0436";"NEUTRAL";"C2H4N4";"N#CNC(=N)N"
"CHEMBL501668";"";"(R)-2-(Fluoromethyl)Oxirane";"Small molecule";"0";"76.07";"1";"1";"0.35";"12.53";"1";"0";"0";"1";"Y";"0.41";"None";"None";"0.21";"0.21";"0";"MOL";"-1";"5";"1";"0";"0";"76.0324";"NEUTRAL";"C3H5FO";"FC[C@H]1CO1"
"CHEMBL170365";"ACETALDEHYDE";"Acetaldehyde";"Small molecule";"0";"44.05";"12";"16";"0.21";"17.07";"1";"0";"0";"0";"Y";"0.36";"None";"None";"-0.38";"-0.38";"0";"MOL";"-1";"3";"1";"0";"0";"44.0262";"NEUTRAL";"C2H4O";"CC=O"
"CHEMBL1344453";"";"";"Small molecule";"0";"86.18";"6";"7";"2.30";"0.00";"0";"0";"0";"1";"Y";"0.46";"None";"None";"2.82";"2.82";"0";"MOL";"-1";"6";"0";"0";"0";"86.1096";"None";"C6H14";"CC(C)C(C)C"
"CHEMBL1789400";"";"";"Small molecule";"0";"86.80";"4";"11";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"-1";"None";"None";"None";"None";"87.0035";"None";"BF4-";"F[B-](F)(F)F"
"CHEMBL1161633";"CHLORATE";"Chlorate";"Small molecule";"0";"84.46";"5";"5";"-2.94";"66.35";"3";"1";"0";"0";"N";"0.34";"None";"None";"None";"None";"0";"MOL";"-1";"4";"3";"1";"0";"83.9614";"None";"HClO3";"[O-][Cl+2]([O-])O"
"CHEMBL2110786";"STRONTIUM";"STRONTIUM";"Small molecule";"2";"89.64";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"89.9213";"None";"H2Sr";"[SrH2]"
"CHEMBL1200572";"MAGNESIUM OXIDE";"E-530|E530|INS NO.530|INS-530|MAG OX|MAG-OX 400|MAGDOSE|MAGNESIUM OXIDE|MAGNESIUM OXIDE HEAVY|MAGSTAR|OROMAG 160|OXIMAG|URO-MAG";"Small molecule";"4";"40.30";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"39.9800";"None";"MgO";"O=[Mg]"
"CHEMBL816";"ETHYLENEDIAMINE";"EDAMINE|ETHYLENEDIAMINE";"Small molecule";"3";"60.10";"13";"30";"-1.10";"52.04";"2";"2";"0";"1";"Y";"0.40";"None";"9.69";"-1.42";"-3.78";"0";"MOL";"0";"4";"2";"4";"0";"60.0687";"BASE";"C2H8N2";"NCCN"
"CHEMBL1200706";"ALUMINUM HYDROXIDE";"ALU-CAP|ALUDROX|ALUMINIUM HYDROXIDE|ALUMINIUM HYDROXIDE GEL, DRIED|ALUMINUM HYDROXIDE|Amphojel|DRIED ALUMINUM HYDROXIDE GEL|Dialume|NSC-664400|SARPEP";"Small molecule";"4";"78.00";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"77.9898";"None";"H3AlO3";"[Al+3].[OH-].[OH-].[OH-]"
"CHEMBL2448851";"";"";"Small molecule";"0";"57.10";"1";"1";"-0.07";"3.01";"1";"0";"0";"0";"Y";"0.35";"None";"6.76";"0.02";"-0.07";"0";"MOL";"-1";"4";"1";"0";"0";"57.0578";"NEUTRAL";"C3H7N";"CN1CC1"
"CHEMBL274120";"";"Diethyl-Cyanamide";"Small molecule";"0";"98.15";"3";"3";"0.81";"27.03";"2";"0";"0";"2";"Y";"0.38";"None";"None";"0.88";"0.88";"0";"MOL";"-1";"7";"2";"0";"0";"98.0844";"None";"C5H10N2";"CCN(C#N)CC"
"CHEMBL1162282";"2,2,2-TRIFLUOROETHANAMINIUM";"2,2,2-Trifluoroethanaminium";"Small molecule";"0";"99.06";"1";"2";"0.51";"26.02";"1";"1";"0";"0";"Y";"0.47";"None";"5.25";"0.33";"0.33";"0";"MOL";"-1";"6";"1";"2";"0";"99.0296";"NEUTRAL";"C2H4F3N";"NCC(F)(F)F"
"CHEMBL2448976";"";"";"Small molecule";"0";"87.17";"1";"1";"0.96";"3.24";"1";"0";"0";"2";"Y";"0.48";"None";"9.87";"1.07";"-1.37";"0";"MOL";"-1";"6";"1";"0";"0";"87.1048";"BASE";"C5H13N";"CCCN(C)C"
"CHEMBL98596";"";"";"Small molecule";"0";"98.15";"1";"1";"0.39";"24.06";"2";"2";"0";"1";"Y";"0.50";"None";"5.82";"0.32";"0.31";"0";"MOL";"-1";"7";"2";"2";"0";"98.0844";"NEUTRAL";"C5H10N2";"CCC1NC=CN1"
"CHEMBL555660";"CHLOROPRENE";"Chloroprene";"Small molecule";"0";"88.54";"2";"2";"1.92";"0.00";"0";"0";"0";"1";"Y";"0.43";"None";"None";"1.87";"1.87";"0";"MOL";"-1";"5";"0";"0";"0";"88.0080";"None";"C4H5Cl";"C=CC(=C)Cl"
"CHEMBL266158";"PYRIDINE";"Pyridine";"Small molecule";"0";"79.10";"13";"203";"1.08";"12.89";"1";"0";"0";"0";"Y";"0.45";"None";"5.12";"0.76";"0.75";"1";"MOL";"-1";"6";"1";"0";"0";"79.0422";"NEUTRAL";"C5H5N";"c1ccncc1"
"CHEMBL1977616";"";"";"Small molecule";"0";"98.06";"57";"57";"-1.01";"54.37";"3";"1";"0";"0";"Y";"0.42";"6.32";"None";"0.28";"-0.83";"1";"MOL";"-1";"7";"3";"1";"0";"98.0004";"ACID";"C4H2O3";"O=c1cc(O)c1=O"
"CHEMBL86954";"AMINOMETHYLAMIDE";"2-Amino-Acetamide";"Small molecule";"0";"74.08";"1";"1";"-1.57";"69.11";"2";"2";"0";"1";"N";"0.39";"None";"8.15";"-1.95";"-2.77";"0";"MOL";"-1";"5";"3";"4";"0";"74.0480";"NEUTRAL";"C2H6N2O";"NCC(N)=O"
"CHEMBL451923";"";"";"Small molecule";"0";"88.15";"2";"2";"1.02";"20.23";"1";"1";"0";"2";"Y";"0.53";"None";"None";"1.17";"1.17";"0";"MOL";"-1";"6";"1";"1";"0";"88.0888";"NEUTRAL";"C5H12O";"CCC(C)CO"
"CHEMBL3278446";"";"";"Small molecule";"0";"95.10";"1";"1";"0.32";"26.94";"1";"0";"0";"0";"Y";"0.34";"None";"1.16";"-0.50";"-0.50";"1";"MOL";"-1";"7";"2";"0";"0";"95.0371";"NEUTRAL";"C5H5NO";"[O-][n+]1ccccc1"
"CHEMBL444144";"2-METHOXYETHANOL";"2-Methoxyethanol";"Small molecule";"0";"76.09";"58";"58";"-0.37";"29.46";"2";"1";"0";"2";"Y";"0.49";"None";"None";"-0.57";"-0.57";"0";"MOL";"-1";"5";"2";"1";"0";"76.0524";"NEUTRAL";"C3H8O2";"COCCO"
"CHEMBL12543";"METHYLPYRROLIDONE";"1-METHYLPYRROLIDONE|METHYLPYRROLIDONE|N-METHYL-PYRROLIDONE|N-METHYLPYRROLIDONE|N-Methyl Pyrrolidinone|NSC-4594";"Small molecule";"1";"99.13";"9";"20";"0.24";"20.31";"1";"0";"0";"0";"Y";"0.43";"None";"None";"-0.36";"-0.36";"0";"MOL";"0";"7";"2";"0";"0";"99.0684";"NEUTRAL";"C5H9NO";"CN1CCCC1=O"
"CHEMBL117822";"ETHYLENE";"ETHYLENE";"Small molecule";"3";"28.05";"3";"6";"0.80";"0.00";"0";"0";"0";"0";"Y";"0.34";"None";"None";"1.11";"1.11";"0";"MOL";"0";"2";"0";"0";"0";"28.0313";"None";"C2H4";"C=C"
"CHEMBL1200826";"LITHIUM CARBONATE";"CAMCOLIT 250|CAMCOLIT 400|CP-15,467-61|CP-15467-61|CP-1546761|ESKALITH CR|Eskalith|LISKONUM|LITHANE|LITHIUM CARBONATE|LITHONATE|LITHOTABS|Lithobid|NSC-16895|PHASAL";"Small molecule";"4";"73.89";"3";"6";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"74.0168";"None";"CLi2O3";"O=C([O-])[O-].[Li+].[Li+]"
"CHEMBL3707298";"MAGNESIUM PEROXIDE";"MAGNESIUM PEROXIDE";"Small molecule";"0";"56.30";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"55.9749";"None";"MgO2";"[Mg+2].[O-][O-]"
"CHEMBL3988900";"ZINC OXIDE";"ANUSOL|CURASH|DR.ELSOMS|PATE A L'EAU|POLANO'S|SUDOCREM|Z.E.B.|ZINC OXIDE|ZINC OXIDE NEUTRAL|ZN CO|Zinc oxide";"Small molecule";"4";"81.39";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"79.9241";"None";"OZn";"[O-2].[Zn+2]"
"CHEMBL2146125";"MAGNESIUM";"MAGNESIUM";"Small molecule";"3";"26.32";"1";"14";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"26.0007";"None";"H2Mg";"[MgH2]"
"CHEMBL16264";"ETHER";"DIETHYL ETHER|ETHER|ETHYL ETHER|ETHYL OXIDE|NSC-100036";"Small molecule";"2";"74.12";"4";"16";"1.04";"9.23";"1";"0";"0";"2";"Y";"0.48";"None";"None";"0.84";"0.84";"0";"MOL";"0";"5";"1";"0";"0";"74.0732";"NEUTRAL";"C4H10O";"CCOCC"
"CHEMBL93268";"SODIUM NITRITE";"E250|INS NO.250|INS-250|NSC-77391|SODIUM NITRITE|Sodium Nitrite";"Small molecule";"4";"69.00";"27";"126";"0.14";"49.66";"2";"1";"0";"0";"Y";"0.31";"None";"None";"0.17";"0.17";"0";"MOL";"0";"3";"3";"1";"0";"47.0007";"NEUTRAL";"NNaO2";"O=N[O-].[Na+]"
"CHEMBL71595";"HYDROGEN PEROXIDE";"A-101|CRYSTACIDE|ESKATA|HIOXYL|HYDROGEN PEROXIDE|Hydrogen Peroxide|NSC-19892|OXYDOL|PEROXYL";"Small molecule";"4";"34.01";"34";"94";"0.02";"40.46";"2";"2";"0";"0";"Y";"0.29";"11.52";"None";"-0.45";"-0.45";"0";"MOL";"0";"2";"2";"2";"0";"34.0055";"NEUTRAL";"H2O2";"OO"
"CHEMBL1783095";"";"";"Small molecule";"0";"99.14";"5";"5";"-0.72";"61.90";"2";"3";"0";"1";"N";"0.30";"None";"11.33";"-1.35";"-3.83";"0";"MOL";"-1";"7";"3";"4";"0";"99.0796";"BASE";"C4H9N3";"N=C(N)[C@@H]1CCN1"
"CHEMBL1901974";"";"";"Small molecule";"0";"58.08";"1";"1";"0.41";"12.53";"1";"0";"0";"0";"Y";"0.37";"None";"None";"0.37";"0.37";"0";"MOL";"-1";"4";"1";"0";"0";"58.0419";"NEUTRAL";"C3H6O";"C[C@@H]1CO1"
"CHEMBL317004";"";"";"Small molecule";"0";"70.10";"1";"1";"-0.39";"24.06";"2";"2";"0";"0";"Y";"0.41";"None";"5.71";"-0.54";"-0.55";"0";"MOL";"-1";"5";"2";"2";"0";"70.0531";"NEUTRAL";"C3H6N2";"C1=CNCN1"
"CHEMBL4101963";"";"";"Small molecule";"0";"98.14";"1";"1";"1.54";"17.07";"1";"0";"0";"1";"Y";"0.45";"None";"None";"1.64";"1.64";"0";"MOL";"-1";"7";"1";"0";"0";"98.0732";"NEUTRAL";"C6H10O";"C/C=C(/C)C(C)=O"
"CHEMBL4079232";"";"";"Small molecule";"0";"81.11";"4";"11";"-0.16";"44.02";"2";"1";"0";"0";"Y";"0.38";"-1.29";"None";"-0.54";"-3.54";"0";"MOL";"-1";"3";"2";"1";"0";"43.0058";"ACID";"CKNO";"N#C[O-].[K+]"
"CHEMBL49774";"";"N-Cyclobutyl-Formamide";"Small molecule";"0";"99.13";"6";"6";"0.28";"29.10";"1";"1";"0";"2";"Y";"0.50";"None";"None";"0.05";"0.05";"0";"MOL";"-1";"7";"2";"1";"0";"99.0684";"NEUTRAL";"C5H9NO";"O=CNC1CCC1"
"CHEMBL16070";"FLUOROBENZENE";"Fluorobenzene";"Small molecule";"0";"96.10";"4";"12";"1.83";"0.00";"0";"0";"0";"0";"Y";"0.46";"None";"None";"2.12";"2.12";"1";"MOL";"-1";"7";"0";"0";"0";"96.0375";"None";"C6H5F";"Fc1ccccc1"
"CHEMBL368734";"";"Thietane 1-Oxide";"Small molecule";"0";"90.15";"2";"2";"0.14";"17.07";"1";"0";"0";"0";"Y";"0.41";"None";"None";"-1.22";"-1.22";"0";"MOL";"-1";"5";"1";"0";"0";"90.0139";"None";"C3H6OS";"[O-][S+]1CCC1"
